measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091649.csv	p1	0.47903	0	127.535	830	0
BD18_1510091649.csv	p2	0.58673	3.525	79.2804	1015	7
BD18_1510091649.csv	p3	0.45226	4.492	176.893	784	9
BD18_1510091649.csv	p4	0.49708	6.52	241.511	861	13
BD18_1510091649.csv	p5	0.53608	8.096	52.4205	928	16
BD18_1510091649.csv	p6	0.54831	7.488	325.38	949	15
BD18_1510091649.csv	p7	0.59779	29.452	176.025	1034	59
BD18_1510091649.csv	p8	0.59837	19.422	270.393	1035	39
BD18_1510091649.csv	p9	0.64378	29.452	236.303	1113	59
BD18_1510091649.csv	p10	0.59779	37.908	215.761	1034	76
BD18_1510091649.csv	p11	0.59837	56.768	51.6341	1035	114
BD18_1510091649.csv	p12	0.64436	19.422	54.0556	1114	39
BD18_1510091649.csv	p13	0.92436	98.171	123.623	1595	197
BD18_1510091649.csv	p14	0.60652	101.103	116.827	1049	203
