measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091722.csv	p1	0.47834	0	155.809	829	0
BD18_1510091722.csv	p3	0.45215	4.493	206.648	784	9
BD18_1510091722.csv	p4	0.49696	6.427	250.89	861	13
BD18_1510091722.csv	p5	0.54818	7.394	412.374	949	15
BD18_1510091722.csv	p6	0.51384	16.396	89.4123	890	33
BD18_1510091722.csv	p7	0.64362	19.406	67.8054	1113	39
BD18_1510091722.csv	p8	0.80367	19.406	62.0002	1388	39
BD18_1510091722.csv	p9	0.51384	22.932	76.8767	890	46
BD18_1510091722.csv	p11	0.81298	29.39	99.3937	1404	59
BD18_1510091722.csv	p12	0.84092	29.39	66.0112	1452	59
BD18_1510091722.csv	p13	1.14006	98.062	59.1594	1966	197
BD18_1510091722.csv	p15	0.97303	98.592	58.8117	1679	198
BD18_1510091722.csv	p17	0.64304	29.39	363.365	1112	59
BD18_1510091722.csv	p18	0.59706	28.408	150.442	1033	57
BD18_1510091722.csv	p20	0.94335	96.127	92.7704	1628	193
BD18_1510091722.csv	p21	0.59706	19.406	310.076	1033	39
BD18_1510091722.csv	p22	0.59706	37.799	399.079	1033	76
BD18_1510091722.csv	p23	0.59764	56.675	208.134	1034	114
BD18_1510091722.csv	p24	0.92414	101.478	112.104	1595	204
BD18_1510091722.csv	p27	0.60637	103.522	76.5105	1049	208
BD18_1510091722.csv	p28	0.88806	117.016	51.211	1533	235
