measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091659.csv	p1	0.4468	2.574	105.165	775	5
BD18_1510091659.csv	p9	1.14037	96.127	69.2194	1967	193
BD18_1510091659.csv	p13	0.4887	24.929	186.593	847	50
BD18_1510091659.csv	p14	0.4887	15.974	203.001	847	32
BD18_1510091659.csv	p16	0.4887	0	207.53	847	0
BD18_1510091659.csv	p18	0.45204	4.54	189.689	784	9
BD18_1510091659.csv	p20	0.49277	9.547	253.42	854	19
BD18_1510091659.csv	p21	0.49277	24.929	164.14	854	50
BD18_1510091659.csv	p22	0.49742	6.474	221.833	862	13
BD18_1510091659.csv	p24	0.58528	6.474	75.5108	1013	13
BD18_1510091659.csv	p25	0.49277	4.54	253.515	854	9
BD18_1510091659.csv	p29	0.47764	53.243	130.212	828	107
BD18_1510091659.csv	p30	0.53641	7.004	55.795	929	14
BD18_1510091659.csv	p31	0.47764	64.74	130.566	828	130
BD18_1510091659.csv	p32	0.92392	103.569	108.719	1595	208
BD18_1510091659.csv	p38	0.54804	7.441	416.565	949	15
BD18_1510091659.csv	p52	0.51255	52.806	68.389	888	106
BD18_1510091659.csv	p54	0.51255	63.773	66.32	888	128
BD18_1510091659.csv	p55	0.47764	148.855	137.708	828	299
BD18_1510091659.csv	p67	0.47764	0	296.411	828	0
BD18_1510091659.csv	p69	0.47764	16.505	109.968	828	33
BD18_1510091659.csv	p70	0.60681	90.605	95.4515	1050	182
BD18_1510091659.csv	p71	0.48229	146.328	594.912	836	294
BD18_1510091659.csv	p74	0.4887	148.855	217.28	847	299
BD18_1510091659.csv	p78	0.5079	0	69.2622	880	0
BD18_1510091659.csv	p80	0.50848	12.464	65.0205	881	25
BD18_1510091659.csv	p81	0.49277	148.855	203.404	854	299
BD18_1510091659.csv	p84	0.84537	28.922	745.184	1460	58
BD18_1510091659.csv	p85	0.51255	0	97.5759	888	0
BD18_1510091659.csv	p88	0.48229	53.243	587.866	836	107
BD18_1510091659.csv	p89	0.51255	12.028	125.648	888	24
BD18_1510091659.csv	p90	0.48229	65.192	589.097	836	131
BD18_1510091659.csv	p92	0.51255	145.33	59.3427	888	292
BD18_1510091659.csv	p93	0.48229	0	732.914	836	0
BD18_1510091659.csv	p96	0.48229	16.505	533.338	836	33
BD18_1510091659.csv	p106	0.64289	26.863	324.092	1112	54
BD18_1510091659.csv	p108	0.4887	53.243	210.604	847	107
BD18_1510091659.csv	p109	0.4887	65.192	211.237	847	131
BD18_1510091659.csv	p112	0.60681	106.548	107.24	1050	214
BD18_1510091659.csv	p114	0.49277	83.117	172.036	854	167
BD18_1510091659.csv	p115	0.49277	53.243	196.751	854	107
BD18_1510091659.csv	p116	0.49277	65.192	195.712	854	131
BD18_1510091659.csv	p118	0.64289	32.885	386.749	1112	66
BD18_1510091659.csv	p121	0.98327	96.127	51.699	1697	193
BD18_1510091659.csv	p124	0.9437	93.631	72.0262	1629	188
BD18_1510091659.csv	p126	0.97861	94.599	53.7459	1689	190
BD18_1510091659.csv	p129	0.95999	99.123	51.4888	1657	199
BD18_1510091659.csv	p130	0.96407	99.575	50.3563	1664	200
BD18_1510091659.csv	p133	0.97396	95.067	54.1409	1681	191
BD18_1510091659.csv	p136	0.9693	95.067	53.1388	1673	191
