measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091746.csv	p2	0.44188	24.882	26.3704	766	50
BD18_1510091746.csv	p3	0.99504	95.051	43.5965	1716	191
BD18_1510091746.csv	p4	0.48148	0	871.011	834	0
BD18_1510091746.csv	p7	0.60958	59.686	29.1416	1054	120
BD18_1510091746.csv	p8	1.07888	94.52	21.5556	1860	190
BD18_1510091746.csv	p11	1.04628	96.985	28.4216	1804	195
BD18_1510091746.csv	p12	0.44829	2.917	237.723	777	6
BD18_1510091746.csv	p13	1.05618	94.52	25.3956	1821	190
BD18_1510091746.csv	p14	0.5036	0	49.6378	872	0
BD18_1510091746.csv	p15	0.64335	68.141	16.5214	1112	137
BD18_1510091746.csv	p23	0.49953	0	35.5698	865	0
BD18_1510091746.csv	p26	1.12255	97.516	19.7087	1935	196
BD18_1510091746.csv	p29	1.00435	97.516	40.3	1732	196
BD18_1510091746.csv	p32	0.4512	3.915	237.696	782	8
BD18_1510091746.csv	p35	0.99911	99.528	41.7813	1723	200
BD18_1510091746.csv	p41	1.10509	99.528	18.5797	1905	200
BD18_1510091746.csv	p43	0.44654	148.809	129.31	774	299
BD18_1510091746.csv	p44	0.52922	6.911	14.4834	916	14
BD18_1510091746.csv	p45	0.81919	28.345	11.9175	1414	57
BD18_1510091746.csv	p47	0.53912	0.437	15.2963	933	1
BD18_1510091746.csv	p48	1.11324	96.985	19.789	1919	195
BD18_1510091746.csv	p52	0.51932	0	48.9457	899	0
BD18_1510091746.csv	p54	0.64335	33.29	389.612	1112	67
BD18_1510091746.csv	p56	1.02764	99.013	32.8236	1772	199
BD18_1510091746.csv	p57	0.58745	11.341	95.0145	1016	23
BD18_1510091746.csv	p58	0.58629	3.463	73.516	1014	7
BD18_1510091746.csv	p59	0.5956	24.274	16.3213	1030	49
BD18_1510091746.csv	p62	0.63228	73.616	11.7222	1093	148
BD18_1510091746.csv	p63	0.44188	10.873	15.8092	766	22
BD18_1510091746.csv	p65	1.11731	99.528	20.652	1926	200
BD18_1510091746.csv	p66	0.46343	144.378	18.3589	803	290
BD18_1510091746.csv	p67	0.44188	17.347	25.6495	766	35
BD18_1510091746.csv	p75	0.78892	12.932	16.5485	1362	26
BD18_1510091746.csv	p76	0.62763	59.155	15.1362	1085	119
BD18_1510091746.csv	p81	0.62763	73.616	17.2595	1085	148
BD18_1510091746.csv	p82	0.96185	101.556	50.0029	1659	204
BD18_1510091746.csv	p84	0.94787	83.554	11.5033	1635	168
BD18_1510091746.csv	p88	1.08529	95.051	20.6269	1871	191
BD18_1510091746.csv	p91	0.46925	146.765	16.0543	813	295
BD18_1510091746.csv	p98	0.61889	59.155	15.8404	1070	119
BD18_1510091746.csv	p99	0.52398	6.474	13.5412	907	13
BD18_1510091746.csv	p101	1.06142	99.013	24.9347	1830	199
BD18_1510091746.csv	p102	0.89838	27.815	35.6711	1550	56
BD18_1510091746.csv	p104	0.48148	84.084	546.641	834	169
BD18_1510091746.csv	p105	0.61948	73.086	18.3793	1071	147
BD18_1510091746.csv	p111	0.53446	7.441	38.2129	925	15
BD18_1510091746.csv	p115	1.09985	99.528	18.6393	1896	200
BD18_1510091746.csv	p117	1.03289	99.528	32.7272	1781	200
BD18_1510091746.csv	p119	0.54786	7.441	204.53	948	15
BD18_1510091746.csv	p120	0.90304	30.81	15.0305	1558	62
BD18_1510091746.csv	p122	0.43606	2.917	11.4155	756	6
BD18_1510091746.csv	p125	0.53912	14.43	18.8333	933	29
BD18_1510091746.csv	p127	0.48322	146.765	718.874	837	295
BD18_1510091746.csv	p129	0.53912	24.882	14.2448	933	50
BD18_1510091746.csv	p130	0.91527	27.815	11.9034	1579	56
BD18_1510091746.csv	p132	0.62413	59.155	15.7119	1079	119
BD18_1510091746.csv	p136	0.5956	38.298	10.7401	1030	77
BD18_1510091746.csv	p138	0.44654	17.347	123.607	774	35
BD18_1510091746.csv	p139	1.1406	96.985	58.9008	1966	195
BD18_1510091746.csv	p140	0.48905	148.809	654.282	847	299
BD18_1510091746.csv	p141	0.44654	24.882	121.937	774	50
BD18_1510091746.csv	p143	0.8454	30.28	731.961	1459	61
BD18_1510091746.csv	p144	0.62413	73.616	18.6074	1079	148
