measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091750.csv	p1	0.47949	0	142.345	830	0
BD18_1510091750.csv	p2	0.50397	0	17.3461	872	0
BD18_1510091750.csv	p6	0.58729	3.526	96.3361	1015	7
BD18_1510091750.csv	p7	0.81279	28.439	13.8882	1402	57
BD18_1510091750.csv	p8	0.45269	4.493	188.182	784	9
BD18_1510091750.csv	p14	1.05752	95.613	29.5129	1822	192
BD18_1510091750.csv	p18	1.10006	95.176	20.0967	1895	191
BD18_1510091750.csv	p20	0.75977	27.908	10.2059	1311	56
BD18_1510091750.csv	p21	0.5803	7.488	11.1736	1003	15
BD18_1510091750.csv	p22	1.04587	98.062	31.8481	1802	197
BD18_1510091750.csv	p24	0.62983	106.002	15.9603	1088	213
BD18_1510091750.csv	p25	0.97478	95.613	56.1024	1680	192
BD18_1510091750.csv	p26	1.07617	95.613	24.9493	1854	192
BD18_1510091750.csv	p28	0.75918	7.488	23.013	1310	15
BD18_1510091750.csv	p29	1.00333	96.143	45.8614	1729	193
BD18_1510091750.csv	p30	0.62924	90.636	18.7353	1087	182
BD18_1510091750.csv	p31	1.11812	97.11	21.7799	1926	195
BD18_1510091750.csv	p34	0.80813	30.826	11.6469	1394	62
BD18_1510091750.csv	p37	1.09073	95.176	22.3754	1879	191
BD18_1510091750.csv	p38	0.54825	7.488	394.302	948	15
BD18_1510091750.csv	p39	0.89612	93.132	15.5421	1545	187
BD18_1510091750.csv	p42	0.95322	96.58	53.2108	1643	194
BD18_1510091750.csv	p43	1.06976	96.58	26.5288	1843	194
BD18_1510091750.csv	p44	0.49756	6.49	235.224	861	13
BD18_1510091750.csv	p48	1.09539	95.613	21.4587	1887	192
BD18_1510091750.csv	p51	0.93224	98.592	52.7977	1607	198
BD18_1510091750.csv	p52	0.71781	27.378	20.1278	1239	55
BD18_1510091750.csv	p56	1.1088	96.58	21.8761	1910	194
BD18_1510091750.csv	p57	0.94623	95.613	52.1827	1631	192
BD18_1510091750.csv	p58	0.92467	103.085	109.717	1594	207
BD18_1510091750.csv	p59	1.06509	98.592	26.6036	1835	198
BD18_1510091750.csv	p60	0.62342	90.636	43.1889	1077	182
BD18_1510091750.csv	p62	0.73937	91.167	18.9951	1276	183
BD18_1510091750.csv	p63	0.97886	98.062	54.6532	1687	197
BD18_1510091750.csv	p65	0.95788	96.58	52.316	1651	194
BD18_1510091750.csv	p67	0.90252	93.132	13.1859	1556	187
BD18_1510091750.csv	p68	1.14143	96.143	64.1624	1966	193
BD18_1510091750.csv	p69	0.98235	95.613	54.4997	1693	192
BD18_1510091750.csv	p71	0.78133	27.908	10.2318	1348	56
BD18_1510091750.csv	p72	1.04004	96.143	34.003	1792	193
BD18_1510091750.csv	p73	1.08491	95.613	23.8189	1869	192
BD18_1510091750.csv	p74	0.88796	116.985	44.4909	1531	235
BD18_1510091750.csv	p76	1.08024	95.613	24.8173	1861	192
BD18_1510091750.csv	p79	1.10472	96.143	21.4336	1903	193
BD18_1510091750.csv	p80	0.60768	59.264	17.8398	1050	119
BD18_1510091750.csv	p81	1.02547	98.592	37.7249	1767	198
BD18_1510091750.csv	p83	0.60535	140.868	33.5362	1046	283
BD18_1510091750.csv	p84	0.6071	73.663	22.046	1049	148
BD18_1510091750.csv	p89	0.96487	95.613	52.6604	1663	192
BD18_1510091750.csv	p90	0.60652	91.167	96.2514	1048	183
BD18_1510091750.csv	p92	1.01324	98.592	42.0054	1746	198
BD18_1510091750.csv	p93	1.11462	99.029	20.8832	1920	199
BD18_1510091750.csv	p94	0.88679	93.569	10.5665	1529	188
BD18_1510091750.csv	p99	0.60652	105.565	104.789	1048	212
BD18_1510091750.csv	p100	1.0313	98.592	36.0246	1777	198
BD18_1510091750.csv	p101	1.01964	98.592	39.8438	1757	198
BD18_1510091750.csv	p102	0.99168	99.559	48.7007	1709	200
BD18_1510091750.csv	p103	0.89845	27.908	19.4525	1549	56
BD18_1510091750.csv	p107	0.91767	27.908	20.1473	1582	56
BD18_1510091750.csv	p109	0.846	29.422	686.77	1459	59
BD18_1510091750.csv	p110	0.62342	121.041	16.5954	1077	243
BD18_1510091750.csv	p112	0.68518	32.401	35.7853	1183	65
BD18_1510091750.csv	p114	0.62342	106.002	40.1695	1077	213
BD18_1510091750.csv	p115	0.64381	31.964	362.332	1112	64
