measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091753.csv	p3	0.50501	0	17.25	874	0
BD18_1510091753.csv	p4	1.09688	97.094	20.4796	1890	195
BD18_1510091753.csv	p6	0.95299	98.607	53.5035	1643	198
BD18_1510091753.csv	p9	0.5353	2.542	31.512	926	5
BD18_1510091753.csv	p10	1.10212	99.138	20.2613	1899	199
BD18_1510091753.csv	p13	0.47763	25.506	66.4864	827	51
BD18_1510091753.csv	p15	0.99785	97.094	46.6835	1720	195
BD18_1510091753.csv	p17	1.0794	99.575	23.2736	1860	200
BD18_1510091753.csv	p18	0.45258	4.04	171.064	784	8
BD18_1510091753.csv	p19	0.81667	29.921	13.9677	1409	60
BD18_1510091753.csv	p20	1.07183	96.642	25.1129	1847	194
BD18_1510091753.csv	p22	0.47763	0	201.98	827	0
BD18_1510091753.csv	p24	0.58715	3.51	99.058	1015	7
BD18_1510091753.csv	p25	0.97687	99.138	55.4377	1684	199
BD18_1510091753.csv	p26	0.61103	6.52	24.2448	1056	13
BD18_1510091753.csv	p28	0.7625	27.908	11.3228	1316	56
BD18_1510091753.csv	p31	0.8126	28.953	13.912	1402	58
BD18_1510091753.csv	p32	0.47763	53.321	80.9431	827	107
BD18_1510091753.csv	p33	0.79861	28.423	10.3857	1378	57
BD18_1510091753.csv	p36	0.58016	8.034	16.5953	1003	16
BD18_1510091753.csv	p38	0.89648	93.709	13.7296	1546	188
BD18_1510091753.csv	p40	1.03862	96.111	32.6947	1790	193
BD18_1510091753.csv	p48	1.14057	97.094	61.7639	1965	195
BD18_1510091753.csv	p49	0.47763	67.251	81.3698	827	135
BD18_1510091753.csv	p52	0.91687	28.423	19.9692	1581	57
BD18_1510091753.csv	p58	0.78114	8.564	14.3265	1348	17
BD18_1510091753.csv	p63	1.06018	97.094	27.842	1827	195
BD18_1510091753.csv	p67	0.8726	28.423	10.5997	1505	57
BD18_1510091753.csv	p69	0.89823	28.423	24.737	1549	57
BD18_1510091753.csv	p70	1.11086	97.625	20.7946	1914	196
BD18_1510091753.csv	p72	0.75784	8.034	29.2349	1308	16
BD18_1510091753.csv	p74	0.47763	79.201	81.9655	827	159
BD18_1510091753.csv	p76	1.06484	95.144	26.1478	1835	191
BD18_1510091753.csv	p78	0.90231	101.603	13.0205	1556	204
BD18_1510091753.csv	p80	0.49511	11.497	100.056	857	23
BD18_1510091753.csv	p82	1.12135	97.625	20.503	1932	196
BD18_1510091753.csv	p84	0.71706	27.908	43.6702	1238	56
BD18_1510091753.csv	p87	1.00367	98.607	44.0669	1730	198
BD18_1510091753.csv	p88	0.49744	5.007	198.333	861	10
BD18_1510091753.csv	p89	1.02581	95.675	36.804	1768	192
BD18_1510091753.csv	p90	0.8458	29.921	652.332	1459	60
BD18_1510091753.csv	p92	0.60637	74.24	17.3368	1048	149
BD18_1510091753.csv	p96	1.05144	98.607	29.5462	1812	198
BD18_1510091753.csv	p97	0.54754	2.542	76.4939	947	5
BD18_1510091753.csv	p99	0.60754	59.311	12.2301	1050	119
BD18_1510091753.csv	p102	1.1161	98.607	20.5435	1923	198
BD18_1510091753.csv	p103	0.8225	29.921	14.6935	1419	60
BD18_1510091753.csv	p107	0.6856	32.448	38.5095	1184	65
BD18_1510091753.csv	p110	0.54754	7.581	912.651	947	15
BD18_1510091753.csv	p111	0.92444	102.648	109.55	1594	206
BD18_1510091753.csv	p114	0.64482	23.4	22.0004	1114	47
BD18_1510091753.csv	p116	0.88833	117.499	62.8217	1532	236
BD18_1510091753.csv	p117	0.7823	28.423	10.8655	1350	57
BD18_1510091753.csv	p118	0.94367	99.575	54.6924	1627	200
BD18_1510091753.csv	p122	0.99377	98.607	48.6642	1713	198
BD18_1510091753.csv	p123	1.03571	98.607	33.7345	1785	198
BD18_1510091753.csv	p124	0.5353	10.53	54.0675	926	21
BD18_1510091753.csv	p131	1.0194	95.675	39.1506	1757	192
BD18_1510091753.csv	p133	1.09047	95.675	21.6701	1879	192
BD18_1510091753.csv	p134	0.47763	147.451	86.2242	827	296
BD18_1510091753.csv	p135	0.64366	27.908	368.565	1112	56
BD18_1510091753.csv	p139	0.96755	97.094	51.9654	1668	195
BD18_1510091753.csv	p140	1.0462	96.642	30.7014	1803	194
BD18_1510091753.csv	p141	0.60637	122.023	40.2787	1048	245
BD18_1510091753.csv	p144	0.61045	75.769	13.6301	1055	152
BD18_1510091753.csv	p146	0.73861	91.65	21.2626	1275	184
BD18_1510091753.csv	p147	0.60637	105.05	103.73	1048	211
