measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091743.csv	p1	0.47868	0	138.891	829	0
BD18_1510091743.csv	p4	0.83104	19.453	13.8575	1434	39
BD18_1510091743.csv	p5	0.5078	0	19.2042	879	0
BD18_1510091743.csv	p6	0.73843	92.664	23.9364	1275	186
BD18_1510091743.csv	p8	1.10244	97.625	18.8695	1900	196
BD18_1510091743.csv	p9	0.59749	37.892	340.509	1033	76
BD18_1510091743.csv	p10	0.86423	19.453	10.3325	1491	39
BD18_1510091743.csv	p11	0.53517	2.995	33.8631	926	6
BD18_1510091743.csv	p12	0.65049	45.833	18.5073	1124	92
BD18_1510091743.csv	p13	0.64467	19.453	60.9647	1114	39
BD18_1510091743.csv	p14	1.04187	98.67	30.2552	1796	198
BD18_1510091743.csv	p15	0.45306	4.508	173.236	785	9
BD18_1510091743.csv	p16	0.80425	19.453	46.1337	1388	39
BD18_1510091743.csv	p17	0.95859	99.107	51.43	1653	199
BD18_1510091743.csv	p19	0.58643	3.51	62.1763	1014	7
BD18_1510091743.csv	p21	0.48218	50.341	23.8863	835	101
BD18_1510091743.csv	p22	0.61322	6.521	11.8257	1060	13
BD18_1510091743.csv	p23	0.84502	19.453	20.3378	1458	39
BD18_1510091743.csv	p24	0.89219	94.162	10.8085	1539	189
BD18_1510091743.csv	p25	0.59807	56.768	197.781	1034	114
BD18_1510091743.csv	p26	0.97547	97.625	54.9758	1682	196
BD18_1510091743.csv	p27	0.85026	19.453	23.228	1467	39
BD18_1510091743.csv	p28	0.57711	23.447	16.9798	998	47
BD18_1510091743.csv	p29	0.58584	69.732	11.4625	1013	140
BD18_1510091743.csv	p30	0.56837	8.018	16.3703	983	16
BD18_1510091743.csv	p31	1.11991	98.14	20.4999	1930	197
BD18_1510091743.csv	p33	1.04653	97.625	29.1294	1804	196
BD18_1510091743.csv	p34	0.94985	97.094	55.2265	1638	195
BD18_1510091743.csv	p35	0.60623	104.13	83.561	1048	209
BD18_1510091743.csv	p36	0.48218	63.227	17.4848	835	127
BD18_1510091743.csv	p38	0.95451	97.625	52.9041	1646	196
BD18_1510091743.csv	p40	0.58002	8.018	16.8696	1003	16
BD18_1510091743.csv	p43	0.48218	82.633	23.682	835	166
BD18_1510091743.csv	p45	0.6435	112.055	13.5807	1112	225
BD18_1510091743.csv	p46	0.68544	29.437	28.5767	1184	59
BD18_1510091743.csv	p47	0.71747	29.437	17.1336	1239	59
BD18_1510091743.csv	p48	0.78095	8.97	14.6834	1348	18
BD18_1510091743.csv	p49	1.06167	97.094	26.4814	1830	195
BD18_1510091743.csv	p50	1.02789	97.094	34.9471	1772	195
BD18_1510091743.csv	p52	0.49499	11.466	106.683	857	23
BD18_1510091743.csv	p54	0.81298	29.437	77.3655	1403	59
BD18_1510091743.csv	p55	0.49732	5.553	203.658	861	11
BD18_1510091743.csv	p56	0.68893	67.719	34.4649	1190	136
BD18_1510091743.csv	p57	0.53517	11.029	56.9209	926	22
BD18_1510091743.csv	p58	0.84036	29.437	45.8434	1450	59
BD18_1510091743.csv	p59	0.59749	28.907	173.434	1033	58
BD18_1510091743.csv	p60	0.54799	2.995	76.0534	948	6
BD18_1510091743.csv	p61	0.59749	19.453	334.003	1033	39
BD18_1510091743.csv	p63	1.07681	97.625	23.4025	1856	196
BD18_1510091743.csv	p64	0.6435	29.437	315.138	1112	59
BD18_1510091743.csv	p66	0.48218	33.852	15.493	835	68
BD18_1510091743.csv	p67	1.0838	97.625	22.3461	1868	196
BD18_1510091743.csv	p68	0.92422	101.556	115.33	1594	204
BD18_1510091743.csv	p69	0.54799	7.488	919.836	948	15
BD18_1510091743.csv	p71	0.82521	19.453	16.447	1424	39
BD18_1510091743.csv	p72	0.8986	95.066	12.163	1550	191
BD18_1510091743.csv	p73	1.1071	98.14	20.0074	1908	197
BD18_1510091743.csv	p74	1.09137	97.625	20.8128	1881	196
BD18_1510091743.csv	p75	1.00984	98.14	40.2487	1741	197
BD18_1510091743.csv	p77	1.05061	97.094	28.4223	1811	195
BD18_1510091743.csv	p78	0.88811	117.062	42.7773	1532	235
BD18_1510091743.csv	p83	1.06924	97.625	25.6041	1843	196
BD18_1510091743.csv	p85	1.14088	97.625	60.2919	1966	196
BD18_1510091743.csv	p91	0.48218	148.387	33.2261	835	298
BD18_1510091743.csv	p92	1.11409	97.625	21.3201	1920	196
BD18_1510091743.csv	p96	0.94461	97.094	57.3731	1629	195
